"@authors","Translator: Lauren Lim(Karma_L)"
"cl-expedition-start-2","[우리가 제대로 온 거 맞나요?|저한테 다시 한 번 설명해 주시면 안 될까요, 우리가 여기 왜 왔는지...|경계를 유지하면서 우리가 여기 온 목적을 빨리 찾아 봅시다.|여기서 챙길 걸 챙겨서 할 수 있는 한 빨리 벗어나야 해요.|위험부담이 없으면 보상도 없지.|여기서 위험부담을 감수할 만한 가치는 충분하죠.]"
"cl-expedition-start-3","[좋아요, 여기서 첫 번째로 찾아야 할 것은 금이에요.|우리는 여기에 있는 신성한 사원들에서 무언가 가져갈 만한 것들이 있는지 찾으러 가보는 게 좋을 것 같아요.|여기 사는 원주민들은 아주 많은 황금 장신구들을 가지고 있대요.|이 모험에는 엄청나게 많은 비용이 들었어요. 우리는 더 많은 보물을 찾아야 합니다!|이제, 어디에서 황금 우상을 찾을 수 있을까요?]"
"cl-expedition-start-4","[우리들은 이미 감시당하고 있는 게 확실해요.|알아차리셨을 지는 모르지만, 우리가 이야기하고 있을 때부터 누군가가 우리를 감시하고 있는 것 같은 생각이 들어요.|당신이 보물을 찾으러 간 동안, 나는 여기에 남아 있는게 어떨까요?|여기에 오지 말았어야 했는데.|이건 실수였어. 언제 다시 배를 타고 돌아갈 수 있을까?|느낌이 좋지 않아...|가능하다면, 저는 배에 남고 싶은데요?|어떻게 우리들이 안전하다는 걸 보장할 수 있죠?]"
"cl-expedition-start-5","[전 그렇게 많이 먹지는 않지만, 먹을 때는 마치 로마인 미식가처럼 먹어치울 수 있죠.|신이시여 감사합니다!|모두들! 신이시여 감사합니다.|이거 꽤나 불쾌해질 것 같은데.]"
"cl-expedition-start","[이곳이 우리들을 위해 어떤 것들을 줄지 찾아 봅시다!|이 땅의 비밀들을 한시라도 빨리 파헤쳐 보고 싶어.|앞에 어떤 위험이 기다리고 있던지 간에, 제가 여러분들을 보호해 드리겠습니다.|배를 떠나게 되면 꼭 저한테 가까이 붙어 있으셔야 해요.]"
"cl-fever","[미칠 듯이 땀이 나고 있어요!|제 몸이 불타고 있는 거 같아요.|이제 지쳤어.|열이 있는 것 같아요.]"
"cl-friendReturn","[돌아왔어요.|돌아오게 돼서 기뻐요.|무슨 일이 일어났었는지 모르겠어요.|무슨 일이 있었던 거예요?|전 뭔가를 보았어요.|정말로 말하고 싶은 기분이 아니에요.|저 바깥에는 무시무시한 것들이 있어요.|다시는 떠나지 않을게요.|제가 겪었던 것들을 믿지 못하실 거예요.]"
"cl-generic-1","[주님께서 저희를 인도하시기를.|우리들은 더 많이 기도해야 합니다.]"
"cl-generic-2","[아무것도 우리 앞을 막을 수는 없어.|우리들은 잘 하고 있어요.|매일 지금처럼만 할 수 있었으면 좋겠어요.|나는 모험을 위해 태어났지.|두려워하지 말아요.]"
"cl-generic-3","[내가 다른 무언가였다면 좋았을 텐데.|끔찍해.|어째서, 아니 내가 어째서 당신을 따라왔을까요?|모험에 따라온 거는 끔찍한 실수였어.|이런 건 싫어.|금방이라도 모든 일이 끝났으면 좋겠어.|이거 말고 뭔가 다른 걸 하는 게 좋았을 텐데.]"
"cl-generic-4","[우리들은 신전의 물건들을 챙기는 데 집중해야만 해요.|우리들은 더 많은 보물들을 찾아야 해요.|난 빈손으로 고향에 돌아가고 싶지 않아요.|내가 여기 온 목적은 바로 부자가 되는 거라고.]"
"cl-generic-5","[당신이 뭘 하고 있는지 알아야만 할 거예요.|나라면 다르게 해볼 텐데.|당신이 정말로 뭘 하려고 하는지 스스로 아시는지나 모르겠네요.|계획은 있는 거죠, 그렇죠?|이거 계획대로 하고 있는 거 맞죠?]"
"cl-generic-6","[우린 여기서 모두 죽고 말거야.|난 다시는 고향을 볼 수 없겠지.|이 버려진 땅에서 죽고 싶지 않아.|이건 좋지 않아, 절대로 좋지 않아.|우린 아무것도 만져서는 안돼요.|집에 가면 안돼요?|이제 충분히 둘러보지 않았나요?|그냥 여길 떠나 집으로 돌아가고 싶어요.|우리가 여기 오래 머물러 있을수록, 여기서 죽을 가능성이 더 높아지겠지.]"
"cl-generic-cannibal","[난 아무것도 안했어.|뭘 보는 거요?|더는 배고프지 않아.|생명은 소중해!|끝내주는군!]"
"cl-generic","[저는 영혼들과 이야기를 나누고 있습니다.|영혼들이 우리들을 지켜보고 있습니다.|여기서 무언가가 느껴집니다.]"
"cl-ghostiesVisit-1","[이런, 이거 좋지 않은데.|이게 좋은 일이라는 생각은 들지 않는데요.]"
"cl-ghostiesVisit-2","[우린 저들이 주는 것들을 모두 가져가야만 해요. 보물일 수도 있잖아요?]"
"cl-ghostiesVisit-3","[작고 이상한 친구들이로군요.|누가 왔는지 좀 봐요.]"
"cl-ghostiesVisit-4","[저것들이 우리들한테 적대적일거라고 생각하시나요?|저것들이 위험하면 어떡하죠?|세상에!]"
"cl-ghostiesVisit-5","[안녕!|이 생명체들은 뭘까요?|이젠 꽤나 친근해 보이네요, 그렇지 않나요?]"
"cl-ghostiesVisit","[영혼들이 우리들을 찾아왔어요!|영혼들이에요!|드디어 영혼들을 만나보는군요!]"
"cl-harbor-1","출발할 때는, 가장 보여주고 싶은 모습을 보여주어야만 하지."
"cl-harbor-2","인생에서 가장 행복한 순간은 바로 여행을 떠나기 직전에 맞이하는 법이지."
"cl-harbor-3","우리들에게 희망이나 두려움같은 거는 별로 관심이 없어, 오직 진실만을 바라보고 싶을 뿐이야."
"cl-harbor-4","누군가가 여행을 할 수 있다는 것은 그 사람이 모든 장소들을 다 받아들일 준비가 되어있다는 뜻이야."
"cl-harbor-5","현명한 자라고 해서 모든 것들을 예측할 수는 없지, 그래서 조금이라도 불편한 상황들은 모두 피하려고 하는 거야."
"cl-harbor-6","모험에서 준비가 차지하는 비중은 7할 정도라고 할 수 있지."
"cl-harbor-7","우리들이 이룬 것들을 후세가 평가해 주기를."
"cl-harbor-recruit","[신입들이군!|합류하기를 원하는 사람이 있습니까?|우리들과 모험에 함께하세요!|다들 담력은 충분한가요?|도전에 정면으로 맞설 수 있는 용기를 가진 사람들 앞에는 모험들이 기다리고 있습니다.|저 수평선 너머에 여러분의 운명이 기다리고 있습니다.|함께할 때 우리들은 엄청난 것들을 이룰 수 있습니다.|여러분이 무엇을 이룰 수 있을지 상상해 보십시오.|여러분은 용기가 있습니까?]"
"cl-harbor","새로운 발견으로부터 인류는 나쁜 것들 보다는 좋은 것들을 더 많이 이끌어낼 수 있습니다."
"cl-heal","[고마워요.|더 나아진 것 같아요.|아아, 좀 더 낫군요.|출혈이 멈췄어요.|앞으로 나아갑시다!|또 다른 상처를 수집했군.|이런 상처로는 나의 앞길을 막을 수 없어.|좀 더 나아진 것 같아요, 고마워요.|현기증이 멈췄어요.|창피해라.|술자리에서 떠들만한 상처가 몇 개 생겼군.|모험은 계속될 겁니다!|죽는 줄만 알았네.]"
"cl-helpNative-10","[우리 문제가 아니네요. 움직입시다.|왜 이 사람을 신경써야 하죠?]"
"cl-helpNative-11","[보상 없이는 절대 안돼요!|이 일이 끝날 때까지 기다린 다음에 시체에서 보물이라도 있는지 뒤져보는게 어떻습니까.]"
"cl-helpNative-12","[우리들이 감당해야 할 문제는 많지 않다는 것처럼 들리는군요.|우린 그냥 이 일이 끝나기를 기다려야만 해요.|우리가 끼어들어야만 한다는 생각은 들지 않는데요.]"
"cl-helpNative-13","[우리들은 도와주어야 해요!|주님께서 도와주라고 명령하셨습니다!]"
"cl-helpNative-14","[잘 모르겠어요.|정말로 이 사람을 도와주려고 우리 탐험대를 위험하게 만들어야만 하는 건가요?]"
"cl-helpNative-1","[저 사람의 주머니에서 값나가는 게 있는지 확인해 봅시다.|저 사람이 가진 걸 뺏읍시다.]"
"cl-helpNative-2","[저 모습이 우리가 곧 맞이하게 될 바로 그 모습입니다.|사느냐 죽느냐, 그게 이제 무슨 상관이죠?]"
"cl-helpNative-3","영혼들이 저 사람을 도우라고 우리들을 인도해 주었습니다."
"cl-helpNative-4","[우리들이 도와주어야 해요!|뭔가 조치를 취해야만 해요!]"
"cl-helpNative-5","[우리가 정말 이 사람을 위해 보급품을 써야 한다고 생각하세요?|그냥 죽게 놔두는 게 나을 지도 몰라요.]"
"cl-helpNative-6","[그냥 자연이 안식을 선사하도록 놔둡시다.|왜 우리가 신경써야 하죠?|이 동물은 죽어도 싸요.|우리가 신경써야 할 동물이 하나 줄었군요.]"
"cl-helpNative-7","무기를 준비하세요!"
"cl-helpNative-8","[위험해 보이는데요.|여기서 물러나 있어야 해요.|당신이 우리 모두를 죽일 거예요!]"
"cl-helpNative-9","[영혼들이 제게 이 사람을 도와주라고 말하고 있습니다.]"
"cl-helpNative","[우린 이 길잃은 어린 양을 돌봐줘야만 합니다.|주님께서 이 사람을 도우도록 저를 인도해 주었습니다.]"
"cl-hotAirBalloon-makeRoom","[농담하시는 거죠!|이건 비겁한 짓이에요.|지금까지 우리가 함께 있었던 결과가 이건가요?|나한테 이럴 수는 없어요!|농담하시는 거죠.|진심이세요?]"
"cl-ignore","[지금 당장은 못하겠어요.|관심 없어요.|전 더 중요한 일이 있어요.|지금 당장은 신경쓸 수 없어요.|그럴 시간은 없어요.|이런 일에 시간을 낭비하고 싶진 않아요.|침착하게 있는 게 더 낫겠어요.|현명한 사람은 더 오래 살죠.]"
"cl-imaginary","[괜찮으세요?|누구랑 이야기하는 거예요?|무슨 일이에요?|절 무섭게 하지 말아요.|정신 좀 차리셔야 할 것 같아요.|지금 저한테 말 거신 건가요?]"
"cl-info-village","[우리 지도가 근처의 마을을 보여주고 있어요|원주민들이 근처에 마을에 대한 이야기를 해 주었어요]. [우린 거기로 먼저 향해야 돼요|잠깐 들러 보기에 좋은 곳이 될 거예요|아마 차라도 한 잔 대접받을 수 있겠죠]."
"cl-item-chocolate-1","[전 그렇게 많이 먹지는 않지만, 먹을 때는 마치 로마인 미식가처럼 먹어치울 수 있죠.]"
"cl-item-chocolate-2","[또 초콜렛인가요?|네 좋아요, 초콜릿은 더 먹을 수 있겠네요.|꼭 그래야 한다면요.|제가 초콜릿으로 변해버릴 것만 같아요!|정말요?|제 혈당수치 관리에 별로 좋을 거 같지 않은데요.]"
"cl-item-chocolate-3","[정말로 초콜릿이 지금 상황을 더 견딜만하게 만들 수 있다고 생각하세요?|그래야 한다면요.|초콜릿으로 우리를 달래준다고 해서 당신이 훌륭한 대장이 되지는 않는다고요!|좋아요, 저희들에게 더 많은 설탕 덩어리를 먹여주시죠.]"
"cl-item-chocolate","[맛있어!|난 초콜릿이 좋아!|다크 초콜릿이 더 좋기는 하지만, 고마워요.|오, 이렇게 맛있는 걸 먹다니.|초콜릿 한 조각이라도 주신다면야 충성을 다하겠습니다.|초콜릿 때문에 수많은 전쟁이 일어났다는 사실을 알고 계신가요?|초콜릿 바 하나를 위한 제국이라.|아, 예 부탁드립니다.|으으으으음...!|고마워요.]"
"cl-item-dynamite","[물러나세요!|펑!|이거나 먹어라, 대지여!|이 탐험을 막을 수 있는 건 없어!|조용히 넘어갈 수는 없겠네요.|좀 더 나아 보이네요.|이걸로 될 거예요.|길을 열어라!]"
"cl-item-meat-animal-cooked-1","[날 것 보다야 낫지.|더 나빠질 수도 있었어.|난 이것보다 더 끔찍한 것도 먹어봤지.|아무것도 안 먹는 것보다야 낫지.|이 맛에 익숙해지기까진 조금 시간이 걸리겠네.]"
"cl-item-meat-animal-cooked-2","[이것보다 훨씬 끔찍한 것도 먹어봤어.|나쁘지 않군.|이걸 뱃속으로 씻어내릴만한 게 필요해.|나이프가 될 만한 걸 가져왔어야 하는데.|내 숟가락을 어디다 뒀더라.|조미료라도 가져올걸.]"
"cl-item-meat-animal-cooked-3","[와인이랑 잘 어울리겠어.|이 동물들을 들여와야 해요.|내가 먹었던 것들 중에서 가장 맛있는 고기였어.|뭔가 특별한 요리로군.|정말 맛있는 요리야.|최고예요.|요리사님께 메달이라도 드리고 싶네요.|여왕 폐하께서도 기뻐하실 맛이네요.]"
"cl-item-meat-animal-cooked-bad","[사람은 저런 걸 먹으려고 태어나지 않았어요.|당신의 요리는 잘못됐어요!|여왕 폐하께 이런 걸 드렸다가는, 당신은 말 그대로 목이 잘릴 거예요!|요리 역사의 한 페이지를 비극으로 장식하셨군.|이거 요리하기 전에 진흙 속에 처박아 놓기라도 했나요?|내가 이런 머저리보다는 요리를 더 잘하겠다!|당신 고향에서는 음식의 품질따위는 장식인 건가요!|끔찍한 맛이야!|이런 요리는 제국의 망신이에요.|부끄러운 줄 아세요!|이것보다 더 맛있는 요리를 만들어 내는 쥐들을 본 적이 있는 것 같은데!|조미료라도 가져올걸.|구역질나는 냄새가 나는데.]"
"cl-item-meat-animal-cooked","[닭고기 맛이 나네.|지금까지 먹었던 고기들 중에 가장 훌륭한 고기야.|오, 정말 맛있어.|조금 질긴데.|나쁘진 않네, 아마도.|좀 많이 익힌 것 같지만, 괜찮네요!|좀 덜 익은 것 같지만, 괜찮네요!|먹기만 하면 되겠네.|먹어봐야겠어.|확실히 미디엄 레어는 아니네.]"
"cl-item-tinCan-eat-1","전 그렇게 많이 먹지는 않지만, 먹을 때는 마치 로마인 미식가처럼 먹어치울 수 있죠."
"cl-item-tinCan-eat-2","[어떻게 이런 걸 먹으라고 하실 수 있죠?|이건 거지들이나 먹을 만한 음식이에요!|이번이 제가 이걸 먹어보는 마지막 순간이길 바랄게요.|구역질나!|이 음식은 이제 질렸어.|보기만 해도 구역질이 나네.|한 숟가락만 더 떠먹으면 토하고 말 거야.]"
"cl-item-tinCan-eat-3","[굶어 죽는 것보다야 낫겠지.|최소한 접시에 담아 먹기라도 했으면.|이 통조림이 오래 가기는 하지만, 내 입맛은 그렇지 못할 거 같은데.|훌륭한 발명이지만, 참으로 유감스러운 맛이야.|이제 이런 거 그만 먹으면 안 될까요?|오늘 밤 이걸 먹은 걸 후회하게 될 겁니다.|벌써부터 뱃속이 꾸르륵대는 소리가 들려오는걸!|그냥 이걸 투척 무기로 쓰는 게 어떨까요?]"
"cl-item-tinCan-eat-4","주님께서 통조림에게 축복을 내려주시길."
"cl-item-tinCan-eat-5","[고향을 생각나게 하는 맛이네요.|저희 할머니께서 이걸 드시고는 하셨죠.|대영제국을 만든 것은 바로 콩 통조림이지!|콩 통조림만 있으면 어디 가서 잘못될 일은 없을 겁니다.|최소한 이 통조림은 그에 걸맞는 품질인 거 같군...|할아버지였다면 콩 통조림에 절이라도 하셨겠지.|그리운 영국산 콩이로군.]"
"cl-item-tinCan-eat","[앞으로 얼마나 자주 이런 걸 먹어야 할 지 모르겠군.|배고플 때 먹기에는 좋겠네요.|오래된 콩이네.|더 많이 먹으면, 아마 더 많은...|아무 말도 안할래요!|나중에 제 상태가 어떤지 꼭 물어봐주세요.|벌써부터 통조림이 질리기 시작했어.|오늘 밤 이걸 먹은 걸 후회하게 되겠지.]"
