"@authors","Rômulo Wehling Magalhães, Macalango"
"cl-heal","[Obrigado.|Me sinto muito melhor agora.|Oh, me sinto melhor.|O sangramento parou.|Para o alto e avante!|Mais um ferimento pra coleção.|Nenhum machucadinho vai encerrar minha empreitada.|Me sinto um pouco melhor, obrigado.|A tonteira passou.|Que embaraçoso.|Algumas cicatrizes pra falar enquanto bebo.|A aventura pode continuar!|Eu pensei que fosse morrer.]"
"cl-helpNative-10","[Não é problema nosso. Vamos em frente.|O que me importa essa pessoa?]"
"cl-helpNative-11","[Não sem uma recompensa!|Vamos esperar até tudo isso acabar e procurar no corpo atrás de tesouro.]"
"cl-helpNative-12","[Como se já não tivessemos problemas o suficiente.|Devíamos esperar isso acabar.|Não acho que deveríamos nos envolver.]"
"cl-helpNative-13","[Precisamos ajudar!|Deus ordena que ajudemos!]"
"cl-helpNative-14","[Não estou certo sobre isso.|Devíamos por em perigo nossa jornada pra ajudar essa pessoa?]"
"cl-helpNative-1","[Devíamos verificar os bolsos atrás de tesouros.|Vamos roubá-lo.]"
"cl-helpNative-2","[Isso é exatamente como todos nós vamos acabar em breve.|Vivo ou morto, o que importa agora?]"
"cl-helpNative-3","Os espíritos nos guiaram até aqui pra ajudar."
"cl-helpNative-4","[Precisamos ajudar!|Temos que fazer alguma coisa!]"
"cl-helpNative-5","[Você acha mesmo que devíamos gastar nossos recursos com essa pessoa?|Provavelmente é melhor que morra, de qualquer forma.]"
"cl-helpNative-6","[Apenas deixe a natureza fazer o resto.|Por que deveríamos nos importar com isso?|Esse animal merece morrer.|Um animal a menos pra nos preocuparmos.]"
"cl-helpNative-7","Preparem suas armas!"
"cl-helpNative-8","[Isso parece perigoso.|Devíamos ficar fora disso.|Você vai matar a todos nós!]"
"cl-helpNative-9","[Os espíritos estão me dizendo para ajudar essa pessoa.]"
"cl-helpNative","[Precisamos ajudar essa alma perdida.|Deus nos guiou até aqui para ajudar essa pessoa.]"
"cl-hotAirBalloon-makeRoom","[Você não pode estar falando sério!|Isso é simplesmente vil.|Depois de tudo pelo que passamos?|Você não pode fazer isso conosco!|Você deve estar brincando.|Sério?]"
"cl-ignore","[Não posso lidar com isso agora.|Não ligo.|Tenho problemas mais sérios a tratar.|Não posso ser incomodado agora.|Não há tempo pra isso.|Não vou perder tempo com isso.|Melhor ficar calmo.|Homens sábios vivem mais.]"
"cl-imaginary","[Você está se sentindo bem?|Com quem você está falando?|O que está havendo?|Você me assusta.|Acho que você está louco.|Você está falando comigo?]"
"cl-info-village","[Nossos mapas mostram um vilarejo próximo|Os nativos nos falaram sobre um vilarejo próximo]. [Devíamos ir pra lá primeiro|Esse seria um bom lugar pra onde ir|Talvez eles tenham chá]."
"cl-item-chocolate-1","[Eu não como muito, mas quando eu como, é de uma extravagância romana.]"
"cl-item-chocolate-2","[Chocolate de novo?|É, por que não? Eu posso comer um pouco mais de chocolate.|Se for preciso.|Eu vou virar um pedaço de chocolate!|Sério?|Isso não é adequado pra minha glicemia.]"
"cl-item-chocolate-3","[Você acha mesmo que chocolate vai fazer isto ficar mais suportável?|Se for preciso.|Nos apaziguar com chocolate não te faz um bom líder!|Claro, nos dê mais açúcar.]"
"cl-item-chocolate","[Delicioso!|Eu amo chocolate!|Eu prefiro chocolate amargo, mas obrigado.|Oh, que doçura.|Um pedaço de chocolate e eu sou todo seu.|Será que muitas guerras foram travadas por causa de chocolate?|O Império em troca de uma barra de chocolate.|Oh, sim, por favor|Mmmmmhhhh...!|Obrigado.]"
"cl-item-dynamite","[Afaste-se!|BOOM!|Toma isso, natureza!|Nada vai ficar no caminho desta expedição!|Isto não vai passar despercebido.|Acho que está melhor agora.|Isto vai servir.|Abra o caminho!]"
"cl-item-meat-animal-cooked-1","[Melhor do que cru.|Podia ser pior.|Já comi pior.|Melhor do que nada.|Demora um pouco pra se acostumar.]"
"cl-item-meat-animal-cooked-2","[Já comi bem pior.|Não é ruim.|Preciso beber algo pra descer.|Devíamos ter trazido talheres.|Onde eu coloquei minha colher?|Melhor deixar o tempero pra mim.]"
"cl-item-meat-animal-cooked-3","[Vinho cairia muito bem com isto.|Precisamos importar esses animais.|A melhor carne que já provei.|Esta é uma refeição especial.|Que delícia.|Simplesmente super.|O cozinheiro merece uma medalha.|A Rainha estaria sorrindo.]"
"cl-item-meat-animal-cooked-bad","[Na verdade não é pra comer essa parte.|Você cozinhou errado!|Você seria decapitado se servisse isso pra Rainha!|Uma vergonha pra culinária.|Isto caiu na lama antes de ir pra panela?|Eu poderia cozinhar melhor do que isto de olhos vendados!|Qualidade não deve significar nada de onde você vem!|Isto está horrível!|Você envergonha o Império com esta culinária.|Você deveria se envergonhar!|Já vi ratos com habilidades culinárias melhores!|Melhor deixar o tempero pra mim.|O cheiro é nauseante.]"
"cl-item-meat-animal-cooked","[Tem gosto de frango.|A melhor carne que já provei.|Oh, que delícia.|Está um pouco duro.|Nada mal, considerando.|Passou do ponto, mas vai servir!|Não cozinhou o bastante, mas vai servir!|Vai ter que servir.|Pra mim vai servir.|Isto definitivamente não está ao ponto.]"
"cl-item-tinCan-eat-1","Eu não como muito, mas quando como, é de extravagância romana."
"cl-item-tinCan-eat-2","[Como ousa nos alimentar com isto?|Isto é comida de pedinte!|Essa é a última vez que vou comer isto.|Nojento!|Estou tão cansado dessa comida.|Só de ver já me dá nojo.|Mais uma colherada e eu vou vomitar.]"
"cl-item-tinCan-eat-3","[Melhor do que morrer de fome, eu acho.|Nós podíamos pelo menos servir num prato.|Por mais que essas latas sejam duráveis, meu apetite por elas não é.|Invenção legal, é uma pena o gosto.|Podemos por favor parar de comer isso?|Você vai se arrepender por isso hoje à noite.|Já posso ouvir minhas entranhas reclamando!|Não deveríamos mantê-las pra usar como projéteis?]"
"cl-item-tinCan-eat-4","Deus abençoe a comida enlatada."
"cl-item-tinCan-eat-5","[Isto me lembra de casa.|Minha avó costumava comer isso.|O Império foi construído com feijões!|Você não tem como errar com feijões enlatados.|Bem, pelo menos a lata tem qualidades reflexivas...|Meu avô costumava jurar pelos feijões enlatados.|Bom e velho feijão inglês.]"
"cl-item-tinCan-eat","[Não sei com quanta frequência posso comer isso.|É bom quando você está com fome.|Bons e velhos feijões.|Quanto mais você come, mais você...|Sem comentários!|Me pergunte depois como estou me sentindo.|Estou começando a enjoar disso.|Vou me arrepender disto hoje à noite.]"
"cl-item-tinCan-refuse-1","Deixe-me mostrar onde você pode enfiar isso!"
"cl-item-tinCan-refuse-2","Prefiro morrer do que comer isso!"
"cl-item-tinCan-refuse","[Me recuso a comer mais disso.|Não!|NÃO!|Sem chance!|Coma você!|Não estou desesperado o bastante pra comer isso.|Desculpe, no momento sou alérgico a isso.|Eu realmente não quero comer mais disso.|Você está zombando de mim, não?|Não nesta realidade.|O inferno vai congelar antes de eu comer mais disso!|Vou educadamente me recusar a comer isso.|Obrigado, mas não, obrigado.|Me pergunte novamente quando estiver morrendo de fome.|Você pode gentilmente inserir essa lata onde o sol não bate!]"
"cl-join-10","[Eu sei essas terras como ninguém. | Vou guiá-lo através desta terra. | Irá ajudá-lo, porque isso vai fazer você sair mais cedo. | Não gosto de você, mas vou tentar ajudar. | Deixe-me ver seus olhos.]"
"cl-join-11","[Falar com os animais. | Os animais falam comigo. | Eu posso cuidar seus animais. | Meu pai me disse para ir com você. | Meus melhores amigos raramente anda sobre dois pés.]"
"cl-join-12","[Vou espalhar a palavra de Deus. | O senhor está olhando por nós. | Bendita esta expedição será. | Poder o Deus todo-poderoso conduza o nosso caminho. | Na escuridão, vai iluminar uma luz. | Nossos pecados vão ser lavados pela fama do que nos espera.]"
"cl-join-13","[Então, vam'lá pissoal.| Eu vô sê teu milhor parcero.|Que tale um whisky?| Nã ti preocupes, ô trato diss'tudo.|Eu lutei muita batalha e voh'm manter rijo.| E'spero qu'tenhas whisky contigo.]"
"cl-join-14","[Eu posso te mostrar onde encontrar os oásis. | Eu conheço os desertos desde que era criança. | Minha espada estará ao seu lado. | Eu ajudo você encontrar a sombra.]"
"cl-join-15","Graças a Deus por mim."
"cl-join-1","[Não vai se arrepender. | Eu nunca iria conspirar contra você. | Tudo que eu quero fazer é ajudar. | Você e eu, somos como irmãos. | Louvado seja o sol.]"
"cl-join-2","[Vou pintar algumas maravilhosas imagem. | Isto vai ser mais inspirador! | Minha arte vai lavar a poeira da nossa vida diária de nossas almas. | Temos arte para não morrer da verdade.]"
"cl-join-3","[Eu posso te ajudar a conseguir bons negócios.|Este vai se tornar um empreendimento lucrativo| Faremos uma fortuna.|Você, meu amigo, não vai se arrepender.|Eu vim de muito longe só para me juntar às suas aventuras.]"
"cl-join-4","[Ahoi! A estibordo! Aarrrrr|Águas turvas nos esperam.]"
"cl-join-5","[Pelo Reino!|Já é hora do chá?|Espero que tenha chá.|Isto não deve constituir um problema.|Eu acompanho-te com agrado na tua expedição.|Estás agora sob proteção oficial do Império.]"
"cl-join-6","[Trés bien!|As minhas refeições te ajudarão a manter a concentração na sua expedição.|Eu raramente queimo a comida. Não desde o acidente.|Eu raramente queimo comida.|Você não é vegetariano, é?|Só vou dizer que apenas vou cozinhar comida vegana.|Se não vai apreciar a minha comida, então coma outra coisa.|Respeite as minhas habilidades culinárias ou então coma o seu cinto.]"
"cl-join-7","[Farei o meu melhor para traduzir o idioma dos nativos.|Estou às ordens.|Eu entendo vários idiomas estrangeiros|Passei vários viajando por todo canto do mundo.|A diversidade do mundo é o meu laboratório linguístico.|Farei o que puder para te ajudar a se comunicar.|Que sua voz seja compreendida em muitos lugares.|Às vezes é melhor ouvir do que falar.]"
"cl-join-8","[Posso te mostrar como andar por estas terras em segurança.|Semana passada matei um tigre com as minhas próprias mãos.|Lutarei por você, estranho.|Lutarei ao teu lado.|Posso proteger o seu grupo.|O meu ancião disse para te proteger.|O nosso chefe valoriza a sua segurança.]"
"cl-join-9","[Os espíritos me instruíram a te proteger.|Sinto que os espíritos querem que eu te guie no teu caminho.|Vou te ajudar a ver o que não pode ser visto.|Os espíritos guiarão o nosso caminho até ao fim.|Vou te ajudar nestas terras.]"
"cl-join","[Não posso esperar para escrever sobre esta aventura!|Isso dará uma grande história!|Farei com que o mundo conheça suas aventuras!|Isso vai ser uma história épica, não vai, Luís?|Agora vamos ver que tipo de aventura nos aguarda.]"
"cl-leave-1","[Pensei que nunca sairíamos dali.|Isso pareceu uma eternidade.|Finalmente vamos embora.|Devíamos ter ido embora uma hora atrás.|Isto foi terrível.|Estamos condenados.]"
"cl-leave-2","[Isso foi assustador demais.|Estou tão feliz que isto acabou.|Espero que ninguém nos tenha visto.|Acha que alguém está nos seguindo?|Estou tão feliz por não me machucado.]"
"cl-leave-3","[Os espíritos estão nos guiando para longe deste lugar.|Os espíritos guiarão nosso caminho.]"
"cl-leave-4","[Estou tão animado para mais aventuras!|Vamos descobrir o que vem depois!|Estou tão animado!]"
"cl-leave-5","[Vamos, existem tesouros esperando por nós. | Nada mais para nós aqui.]"
"cl-leave-6","Deus guiará nosso caminho."
"cl-leave","[Okey, vamos lá. | se preparem, seguimos em frente. | Hora de seguir em frente. | Aventura aguarda! | Suficiente, precisamos nos manter em movimento. | Não temos tempo a perder. | Apresse-se! | Muito mais para ver. | Ainda não encontramos nosso objetivo!]"
"cl-levelUp","[Obrigado! | Vou fazer o meu melhor! | Para a vitória! | Sabedoria gera... | Experiência é fundamental. | Agradeço o reconhecimento. | Sinto-me... melhor. | Com sabedoria vem... | Maravilhoso. | Que maravilha. | Que presente. | Eu me sinto ótimo. | Aprender fazendo. | Experiência prática compensa. | Há apenas tanta teoria, um pode fazer. | Uma justa recompensa. | Muito obrigado. | Não vou te decepcionar. | Você tem minha gratidão. | Acho que vou chorar. | Isso me dá vontade de te abraçar. | Como posso te pagar? | Meus agradecimentos. | Respeito a você. | Um grande líder reconhece tal. | Avante e para cima. | Como um relógio! | Sempre melhorando. | Eu poderia te beijar! | Uma bela recompensa. | Quem me dera ser o melhor.]"
"cl-loneSurvivor-1","Deus e Satanás lutam por minha alma."
"cl-loneSurvivor","Não faz parte de minha natureza admitir a derrota."
"cl-lovecraftRacist","[Sim, faz sentido.|Você está certo!|Estou em pleno acordo.|Agora eu saquei agora tudo faz sentido.]"
"cl-monsterDen-approach-1","[Eu não gosto da aparência deste lugar.|Sem chance que eu vou entrar aí!|Eu odeio cavernas.|Se quer que eu entre em pânico, é só seguir em frente.|Eu prefiro não entrar nessa armadilha mortal.]"
"cl-monsterDen-approach-2","[Sinto uma presença forte aqui. | Esta caverna está cheia de espíritos malignos. | Morte nos aguarda na escuridão.]"
"cl-monsterDen-approach-3","[E agora espera que vá lá? | Tochas são confiáveis. | Não, eu não estou tendo um caverna dia hoje.]"
"cl-monsterDen-approach-4","[Vamos explorar a caverna!|Mal posso esperar pra ver o que tem lá dentro!|Aventura na caverna!|Eu amo cavernas!|Essa vai ser uma grande aventura!|Todo mundo se prepare pra explorar essa caverna!|Vamos lá, vamos entrar!]"
"cl-monsterDen-approach-5","[Certo, vamos entrar. Provavelmente tem tesouro|Tem ouro aí dentro, posso senti-lo no ar.|Oito de cada dez cavernas tem tesouros.]"
"cl-monsterDen-approach","[Tem certeza de que queremos ir lá dentro? | Sabe haverá monstros lá, certo?]"
"cl-mosquitos","[Eu odeio mosquitos! | Acho que fui mordida mil vezes! | Devemos escolher nosso caminho melhor. | Estes malditos sugadores de sangue. | A morte espera nestas terras]"
"cl-mummy-attack-1","Isso matará todos nós!"
"cl-mummy-attack-2","Deus nos ajude!"
"cl-mummy-attack-3","Eu disse para não pegar a múmia!"
"cl-mummy-attack-4","[Está vivo! | Está se movendo! | A múmia está atacando!]"
"cl-mummy-attack","[Lutem! | Fique perto de mim, está atacando! | Atacar!]"
"cl-nativeGhosts-1","[Oh meu Deus, fantasmas! | Eles estão vindo para nos assombrar! | Ok, este é o momento em que as coisas estão ficando demais para mim.]"
"cl-nativeGhosts-2","Precisamos ajudar os espíritos para encontrar descanso."
"cl-nativeGhosts-3","[Maravilha, agora estamos sendo perseguidos pelos mortos.|Bem quando achava que não poderia ficar pior.]"
"cl-nativeGhosts-4","[Por acaso acabaram de mencionar um tesouro?|Nós temos que achar esse tesouro!]"
"cl-nativeGhosts-5","[Você acha que é uma boa ideia para ajudá-los?. | Se eles foram mortos, é bastante provável que vai morrer também. | Claro, vamos ajudar alguns fantasmas. O que poderia dar errado?]"
"cl-nativeGhosts-6","[Que blasfêmia é esta? | As criaturas de Deus abandonado, embora! | Pela palavra de Deus, ordeno-te que deixar esse lugar! | Em nome de Deus!]"
"cl-nativeGhosts-7","[Você está vendo isso também? | Então, estes são fantasmas reais, não? | Isso está realmente acontecendo?]"
"cl-nativeGhosts","[Devemos ajudá-los!|Não tem medo de nenhum fantasma.]"
"cl-nativeVisit-1","[Eles provavelmente querem emboscar-nos. |Não podemos confiar neles. | E se eles forem hostis?]"
"cl-nativeVisit-2","[Os espíritos me falaram sobre sua aparência. |Eu sonhei com essa visita.]"
"cl-nativeVisit-3","[Claro, por que não convidar estrangeiros completos para o nosso acampamento? | O que poderia dar errado? | Amanhã estamos todos mortos de qualquer maneira.]"
"cl-nativeVisit-4","[Devemos roubá-los. |Talvez tenham tesouros para negociar. | Pergunte-lhes sobre os tesouros!]"
"cl-nativeVisit-5","[Você tem certeza de que devemos convidá-los?|Vamos ser honestos. Podem ser amigos ou inimigos.]"
"cl-nativeVisit-6","[Deus agradece a todos! | Deus abençoe suas almas.]"
"cl-nativeVisit-7","[Nós não podemos confiar neles! | Eles provavelmente são canibais. | Sem dúvida, eu vou compartilhar minha comida com eles. | Mande-os, agora!]"
"cl-nativeVisit-8","[Eles parecem deliciosos.?|Você se importaria em comer um deles?|Estou com fome.]"
"cl-nativeVisit-9","[Bem Olá lá |. Talvez eles tenham algumas histórias interessantes para contar?]"
"cl-nativeVisit","[Saudações, amigos |! Eles não são qualquer ameaça |. Não se preocupe, eles são inofensivos |. Eu vou proteger-nos se eles estão aprontando alguma coisa.]"
